"calle";"numero"
"4TO.PASAJE";"9750"
"4TO.PASAJE";"9750"
"4TO.PASAJE";"9768"
"4TO.PASAJE";"9768"
"4TO.PASAJE";"9768"
"4TO.PASAJE";"9773"
"4TO.PASAJE";"9774"
"4TO.PASAJE";"9776"
"4TO.PASAJE";"9776"
"4TO.PASAJE";"9781"
"4TO.PASAJE";"9784"
"4TO.PASAJE";"9784"
"4TO.PASAJE";"9784"
"4TO.PASAJE";"9785"
"4TO.PASAJE";"9786"
"4TO.PASAJE";"9788"
"4TO.PASAJE";"9791"
"4TO.PASAJE";"9791"
"4TO.PASAJE";"9798"
"4TO.PASAJE";"9798"
"4TO.PASAJE";"9799"
"4TO.PASAJE";"S/N"
"4TO.PASAJE 1";"3734"
"4TO.PASAJE 1";"3750"
"4TO.PASAJE 1";"3766"
"4TO.PASAJE 1";"9597"
"4TO.PASAJE 1";"9601"
"4TO.PASAJE 1";"9620"
"4TO.PASAJE 1";"9623"
"4TO.PASAJE 1";"9661"
"4TO.PASAJE 1";"9662"
"4TO.PASAJE 1";"9680"
"4TO.PASAJE 1";"9681"
"4TO.PASAJE 1";"9698"
"4TO.PASAJE 1";"9698"
"4TO.PASAJE 1";"9755"
"4TO.PASAJE 1";"9776"
"4TO.PASAJE 1";"9781"
"4TO.PASAJE 1";"9785"
"4TO.PASAJE 1";"9788"
"4TO.PASAJE 1";"9798"
"4TO.PASAJE 1";"S/N"
"4TO.PASAJE 1";"S/N"
"4TO.PASAJE 2";"3782"
"4TO.PASAJE 2";"4956"
"4TO.PASAJE 2";"4970"
"4TO.PASAJE PUBLICO";"4950"
"4TO.PJE";"0"
"4TO.PJE Y BONEO";"0"
"4TO.PJE.";"4965"
"4TO.PJE.";"9600"
"4TO.PJE.";"9696"
"4TO.PJE.";"9731"
"4TO.PJE. E/ESPORA Y BONEO";"S/N"
"4TO.PJE.-P.ARGENTINAS";"9900"
"4TO.PJE.6609";"S/N"
"4TO.PJE.PUBLICO";"7945"
"4° PJE. PUBLICO";"4950"
"4º PASAJE";"3728"
"4ø PASAJE";"0"
"4ø PASAJE";"0"
"4ø PASAJE";"3711"
"4ø PASAJE";"4972"
"4ø PASAJE";"9776"
"4ø PASAJE";"9785"
"4ø PASAJE (Bø NORTE)";"0"
"4ø PASAJE (Bø NORTE)";"0"
"4ø PASAJE (Bø YAPEYU)";"9750"
"4ø PASAJE (Bø ZAZPE)";"6800"
"4ø PASAJE PUBLICO";"7945"
"4ø PJE. ENTRADA NORTE";"0"
"4ø PJE.Bø NORTE";"0"
"4øPASAJE";"9739"
"4øPASAJE";"S/N"
"4øPJE.";"0"
"4øPJE.";"9750"
"5 PASAJE";"9737"
"5 PASAJE";"9763"
"5 PJE.";"9663"
"50 S/N Y CAFFERATA";"S/N"
"50/30";"9727"
"50/30";"9738"
"52 S/NOMBRE Y BLAS PARERA";"S/N"
"53 S/NOMBRE";"5798"
"57 S/N Y PUBLICA";"S/N"
"5O.PJE.";"9770"
"5O.PJE. Y PJE.MIGUEZ";"S/N"
"5TO PAS";"9774"
"5TO PAS.";"3776"
"5TO PAS.";"9634"
"5TO PAS.";"9791"
"5TO PASAJE";"6948"
"5TO PASAJE";"9737"
"5TO PASAJE";"9768"
"5TO PASAJE Y ESPORA";"S/N"
"5TO PJE";"4739"
"5TO PJE";"9682"
"5TO PJE Nø";"9682"
"5TO PJE.";"9600"
"5TO PJE.Y EST.ZEBALLOS";"S/N"
"5TO. PASAJE";"3776"
"5TO. PASAJE";"3776"
"5TO. PASAJE";"3776"
"5TO. PASAJE";"3782"
"5TO. PASAJE";"3782"
"5TO. PASAJE";"4549"
"5TO. PASAJE";"4729"
"5TO. PASAJE";"4730"
"5TO. PASAJE";"4736"
"5TO. PASAJE";"4736"
"5TO. PASAJE";"4739"
"5TO. PASAJE";"4745"
"5TO. PASAJE";"4753"
"5TO. PASAJE";"4778"
"5TO. PASAJE";"4778"
"5TO. PASAJE";"4944"
"5TO. PASAJE";"4945"
"5TO. PASAJE";"4946"
"5TO. PASAJE";"4947"
"5TO. PASAJE";"4951"
"5TO. PASAJE";"4967"
"5TO. PASAJE";"4971"
"5TO. PASAJE";"6948"
"5TO. PASAJE";"9601"
"5TO. PASAJE";"9616"
"5TO. PASAJE";"9618"
"5TO. PASAJE";"9621"
"5TO. PASAJE";"9621"
"5TO. PASAJE";"9621"
"5TO. PASAJE";"9623"
"5TO. PASAJE";"9623"
"5TO. PASAJE";"9634"
"5TO. PASAJE";"9636"
"5TO. PASAJE";"9636"
"5TO. PASAJE";"9643"
"5TO. PASAJE";"9650"
"5TO. PASAJE";"9663"
"5TO. PASAJE";"9666"
"5TO. PASAJE";"9681"
"5TO. PASAJE";"9681"
"5TO. PASAJE";"9681"
"5TO. PASAJE";"9682"
"5TO. PASAJE";"9682"
"5TO. PASAJE";"9701"
"5TO. PASAJE";"9701"
"5TO. PASAJE";"9701"
"5TO. PASAJE";"9710"
"5TO. PASAJE";"9710"
"5TO. PASAJE";"9711"
"5TO. PASAJE";"9718"
"5TO. PASAJE";"9718"
"5TO. PASAJE";"9718"
"5TO. PASAJE";"9719"
"5TO. PASAJE";"9719"
"5TO. PASAJE";"9724"
"5TO. PASAJE";"9732"
"5TO. PASAJE";"9732"
"5TO. PASAJE";"9732"
"5TO. PASAJE";"9732"
"5TO. PASAJE";"9732"
"5TO. PASAJE";"9735"
"5TO. PASAJE";"9737"
"5TO. PASAJE";"9737"
"5TO. PASAJE";"9737"
"5TO. PASAJE";"9737"
"5TO. PASAJE";"9738"
"5TO. PASAJE";"9738"
"5TO. PASAJE";"9738"
"5TO. PASAJE";"9747"
"5TO. PASAJE";"9747"
"5TO. PASAJE";"9749"
"5TO. PASAJE";"9749"
"5TO. PASAJE";"9763"
"5TO. PASAJE";"9763"
"5TO. PASAJE";"9763"
"5TO. PASAJE";"9770"
"5TO. PASAJE";"9770"
"5TO. PASAJE";"9773"
"5TO. PASAJE";"9774"
"5TO. PASAJE";"9774"
"5TO. PASAJE";"9774"
"5TO. PASAJE";"9777"
"5TO. PASAJE";"9777"
"5TO. PASAJE";"9777"
"5TO. PASAJE";"9777"
"5TO. PASAJE";"9779"
"5TO. PASAJE";"9779"
"5TO. PASAJE";"9784"
"5TO. PASAJE";"9791"
"5TO. PASAJE";"9791"
"5TO. PASAJE";"9791"
"5TO. PASAJE";"9791"
"5TO. PASAJE";"9795"
"5TO. PASAJE";"S/N"
"5TO. PJE.";"9724"
"5TO.PAJE.";"9682"
"5TO.PAS.";"9623"
"5TO.PAS.";"9682"
"5TO.PASAJE";"0"
"5TO.PASAJE";"3744"
"5TO.PASAJE";"3782"
"5TO.PASAJE";"3782"
"5TO.PASAJE";"3782"
"5TO.PASAJE";"4729"
"5TO.PASAJE";"4736"
"5TO.PASAJE";"4746"
"5TO.PASAJE";"4746"
"5TO.PASAJE";"4945"
"5TO.PASAJE";"4951"
"5TO.PASAJE";"4951"
"5TO.PASAJE";"9600"
"5TO.PASAJE";"9616"
"5TO.PASAJE";"9621"
"5TO.PASAJE";"9641"
"5TO.PASAJE";"9641"
"5TO.PASAJE";"9650"
"5TO.PASAJE";"9650"
"5TO.PASAJE";"9650"
"5TO.PASAJE";"9663"
"5TO.PASAJE";"9663"
"5TO.PASAJE";"9666"
"5TO.PASAJE";"9666"
"5TO.PASAJE";"9678"
"5TO.PASAJE";"9682"
"5TO.PASAJE";"9682"
"5TO.PASAJE";"9682"
"5TO.PASAJE";"9682"
"5TO.PASAJE";"9684"
"5TO.PASAJE";"9684"
"5TO.PASAJE";"9689"
"5TO.PASAJE";"9701"
"5TO.PASAJE";"9701"
"5TO.PASAJE";"9701"
"5TO.PASAJE";"9701"
"5TO.PASAJE";"9710"
"5TO.PASAJE";"9710"
"5TO.PASAJE";"9710"
"5TO.PASAJE";"9719"
"5TO.PASAJE";"9735"
"5TO.PASAJE";"9737"
"5TO.PASAJE";"9737"
"5TO.PASAJE";"9737"
"5TO.PASAJE";"9738"
"5TO.PASAJE";"9747"
"5TO.PASAJE";"9749"
"5TO.PASAJE";"9749"
"5TO.PASAJE";"9749"
"5TO.PASAJE";"9749"
"5TO.PASAJE";"9749"
"5TO.PASAJE";"9749"
"5TO.PASAJE";"9768"
"5TO.PASAJE";"9773"
"5TO.PASAJE";"9784"
"5TO.PASAJE";"9799"
"5TO.PASAJE";"9799"
"5TO.PASAJE";"9799"
"5TO.PASAJE -VIV.9-";"3776"
"5TO.PJE";"9668"
"5TO.PJE";"9701"
"5TO.PJE";"9767"
"5TO.PJE";"9799"
"5TO.PJE.";"9616"
"5TO.PJE.";"9700"
"5TO.PJE.";"9737"
"5TO.PJE.";"9777"
"5TO.PJE.";"9784"
"5TO.PJE.";"9784"
"5TO.PJE.";"9791"
"5ø PASAJE";"9652"
"5ø PASAJE";"9689"
"5ø PASAJE";"9698"
"5ø PASAJE";"9724"
"5ø PASAJE";"9738"
"5øPAS.";"0"
"5øPJE. Nø";"9763"
"6T0.PASAJE";"6501"
"6TO PAS";"6576"
"6TO PAS";"6589"
"6TO PAS.";"6566"
"6TO PASAJE";"4945"
"6TO PASAJE";"4985"
"6TO PASAJE";"6510"
"6TO PASAJE";"6520"
"6TO PASAJE";"6544"
"6TO PASAJE";"6544"
"6TO PASAJE";"6556"
"6TO PJE NRO";"6576"
"6TO PJE PUBLICO";"4943"
"6TO PJE Y LARRECHEA";"S/N"
"6TO.PAS.";"6565"
"6TO.PASAJE";"4717"
"6TO.PASAJE";"4725"
"6TO.PASAJE";"4725"
"6TO.PASAJE";"4725"
"6TO.PASAJE";"4725"
"6TO.PASAJE";"4738"
"6TO.PASAJE";"4738"
"6TO.PASAJE";"4741"
"6TO.PASAJE";"4744"
"6TO.PASAJE";"4763"
"6TO.PASAJE";"4763"
"6TO.PASAJE";"4773"
"6TO.PASAJE";"4773"
"6TO.PASAJE";"4773"
"6TO.PASAJE";"4779"
"6TO.PASAJE";"4779"
"6TO.PASAJE";"4943"
"6TO.PASAJE";"4943"
"6TO.PASAJE";"4945"
"6TO.PASAJE";"4945"
"6TO.PASAJE";"4945"
"6TO.PASAJE";"4948"
"6TO.PASAJE";"4956"
"6TO.PASAJE";"6500"
"6TO.PASAJE";"6500"
"6TO.PASAJE";"6501"
"6TO.PASAJE";"6512"
"6TO.PASAJE";"6512"
"6TO.PASAJE";"6520"
"6TO.PASAJE";"6520"
"6TO.PASAJE";"6520"
"6TO.PASAJE";"6521"
"6TO.PASAJE";"6521"
"6TO.PASAJE";"6522"
"6TO.PASAJE";"6532"
"6TO.PASAJE";"6533"
"6TO.PASAJE";"6533"
"6TO.PASAJE";"6533"
"6TO.PASAJE";"6533"
"6TO.PASAJE";"6533"
"6TO.PASAJE";"6534"
"6TO.PASAJE";"6534"
"6TO.PASAJE";"6534"
"6TO.PASAJE";"6534"
"6TO.PASAJE";"6535"
"6TO.PASAJE";"6535"
"6TO.PASAJE";"6535"
"6TO.PASAJE";"6545"
"6TO.PASAJE";"6545"
"6TO.PASAJE";"6545"
"6TO.PASAJE";"6554"
"6TO.PASAJE";"6556"
"6TO.PASAJE";"6556"
"6TO.PASAJE";"6556"
"6TO.PASAJE";"6556"
"6TO.PASAJE";"6556"
"6TO.PASAJE";"6556"
"6TO.PASAJE";"6557"
"6TO.PASAJE";"6557"
"6TO.PASAJE";"6557"
"6TO.PASAJE";"6564"
"6TO.PASAJE";"6566"
"6TO.PASAJE";"6566"
"6TO.PASAJE";"6567"
"6TO.PASAJE";"6567"
"6TO.PASAJE";"6576"
"6TO.PASAJE";"6576"
"6TO.PASAJE";"6577"
"6TO.PASAJE";"6577"
"6TO.PASAJE";"6577"
"6TO.PASAJE";"6578"
"6TO.PASAJE";"6579"
"6TO.PASAJE";"6579"
"6TO.PASAJE";"6579"
"6TO.PASAJE";"6579"
"6TO.PASAJE";"6586"
"6TO.PASAJE";"6586"
"6TO.PASAJE";"6586"
"6TO.PASAJE";"6588"
"6TO.PASAJE";"6588"
"6TO.PASAJE";"6589"
"6TO.PASAJE";"6589"
"6TO.PASAJE";"6598"
"6TO.PASAJE";"6598"
"6TO.PASAJE";"6598"
"6TO.PASAJE";"6598"
"6TO.PASAJE";"6598"
"6TO.PASAJE";"6599"
"6TO.PASAJE";"6599"
"6TO.PASAJE";"6599"
"6TO.PASAJE N°";"6554"
"6TO.PJE.";"4956"
"6TO.PJE.";"6500"
"6TO.PJE.";"6513"
"6TO.PJE.";"6520"
"6TO.PJE.";"6520"
"6TO.PJE.";"6521"
"6TO.PJE.";"6522"
"6TO.PJE.";"6532"
"6TO.PJE.";"6532"
"6TO.PJE.";"6533"
"6TO.PJE.";"6533"
"6TO.PJE.";"6534"
"6TO.PJE.";"6545"
"6TO.PJE.";"6579"
"6TO.PJE.";"6579"
"6TO.PSA PUBLICO";"4741"
"6° PASAJE-LICEO NORTE";"4757"
"6°PASAJE";"6520"
"6°PASAJE";"6564"
"6°PJE.";"4773"
"6°PJE.PUBLICO";"4741"
"6ø PASAJE (LICEO NORTE)";"4741"
"6ø PASAJE PUBLICO";"4956"
"6øPASAJE";"6567"
"6øPJE Y 12 DE OCTUBRE";"S/N"
"6øPJE.";"6500"
"7LSINA";"8578"
"7° PASAJE";"0"
"9 DE JULIO";"0"
"9 DE JULIO";"0"
"9 DE JULIO";"0"
"9 DE JULIO";"8521"
"9 DE JULIO";"9220"
"9 DE JULIO";"9220"
"9 DE JULIO";"9244"
"9 DE JULIO";"9244"
"9 DE JULIO";"9251"
"9 DE JULIO";"9251"
"9 DE JULIO";"9251"
"9 DE JULIO";"9253"
"9 DE JULIO";"9253"
"9 DE JULIO";"9253"
"9 DE JULIO";"9256"
"9 DE JULIO";"9256"
"9 DE JULIO";"9256"
"9 DE JULIO";"9256"
"9 DE JULIO";"9257"
"9 DE JULIO";"9257"
"9 DE JULIO";"9260"
"9 DE JULIO";"9260"
"9 DE JULIO";"9260"
"9 DE JULIO";"9279"
"9 DE JULIO";"9279"
"9 DE JULIO";"9298"
"9 DE JULIO";"9298"
"9 DE JULIO";"9298"
"9 DE JULIO";"9298"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9299"
"9 DE JULIO";"9327"
"9 DE JULIO";"9327"
"9 DE JULIO";"9329"
"9 DE JULIO";"9329"
"9 DE JULIO";"9341"
"9 DE JULIO";"9341"
"9 DE JULIO";"9345"
"9 DE JULIO";"9397"
"9 DE JULIO";"9397"
"9 DE JULIO";"9397"
"9 DE JULIO";"9397"
"9 DE JULIO";"9405"
"9 DE JULIO";"9405"
"9 DE JULIO";"9416"
"9 DE JULIO";"9416"
"9 DE JULIO";"9416"
"9 DE JULIO";"9416"
"9 DE JULIO";"9424"
"9 DE JULIO";"9424"
"9 DE JULIO";"9431"
"9 DE JULIO";"9488"
"9 DE JULIO";"9488"
"9 DE JULIO";"9488"
"9 DE JULIO";"9489"
"9 DE JULIO";"9489"
"9 DE JULIO";"9489"
"9 DE JULIO";"9489"
"9 DE JULIO";"9489"
"9 DE JULIO";"9489"
"9 DE JULIO";"9489"
"9 DE JULIO";"9497"
"9 DE JULIO";"9497"
"9 DE JULIO";"9497"
"9 DE JULIO";"9535"
"9 DE JULIO";"9535"
"9 DE JULIO";"9535"
"9 DE JULIO";"9535"
"9 DE JULIO";"9550"
"9 DE JULIO";"9550"
"9 DE JULIO";"9584"
"9 DE JULIO";"9594"
"9 DE JULIO";"9594"
"9 DE JULIO";"9594"
"9 DE JULIO";"9594"
"9 DE JULIO";"9594"
"9 DE JULIO";"9595"
"9 DE JULIO";"9595"
"9 DE JULIO";"9595"
"9 DE JULIO";"9597"
"9 DE JULIO";"9597"
"9 DE JULIO";"9597"
"9 DE JULIO";"9597"
"9 DE JULIO";"9597"
"9 DE JULIO";"9597"
"9 DE JULIO KM 7";"S/N"
"92.50";"9023"
"94.50";"9219"
"A BERUTI";"4742"
"A BONAZZOLA";"8164"
"A CASANELLO";"4151"
"A CASANELLO";"4455"
"A CASANELLO Y LAMADRID";"S/N"
"A CASSANELLO";"353"
"A CASSANELLO";"4065"
"A CASSANELLO";"4076"
"A CASSANELLO";"4227"
"A CASSANELLO";"4235"
"A CASSANELLO";"4235"
"A CASSANELLO";"4365"
"A CASSANELLO";"4375"
"A CASSANELLO";"4427"
"A CASSANELLO";"4451"
"A CASSANELLO";"807"
"A CASSANELLO";"807"
"A DE ARENALES";"6666"
"A DEL VALLE";"10000"
"A DEL VALLE";"10000"
"A DEL VALLE";"9401"
"A DEL VALLE";"9401"
"A DEL VALLE";"9403"
"A DEL VALLE";"9450"
"A DEL VALLE";"9450"
"A DEL VALLE";"9663"
"A DELGADO";"0"
"A DELGADO";"3918"
"A DELGADO";"3926"
"A DELGADO";"3933"
"A DELGADO";"3941"
"A DELGADO Y ESTRADA";"0"
"A ESPERANZA Y E ZEBALLOS";"0"
"A F MONTIEL";"9268"
"A GENEYRO";"8186"
"A GENEYRO";"8200"
"A GENEYRO";"8215"
"A GENEYRO";"8273"
"A GENEYRO";"8298"
"A GODOY";"6241"
"A GODOY";"6378"
"A GODOY";"6638"
"A GODOY";"6638"
"A GODOY";"6852"
"A GODOY";"6871"
"A GODOY";"7041"
"A GODOY";"7311"
"A GODOY";"7930"
"A GODOY 6998";"S/N"
"A LUIS BERUTI";"6512"
"A M DE AGUADO";"6052"
"A M DE AGUADO";"9766"
"A STORNI";"2808"
"A STORNI";"3050"
"A STORNI";"6572"
"A STORNI";"6580"
"A STORNI";"6727"
"A STORNI";"6847"
"A STORNI";"6851"
"A STORNI";"6865"
"A STORNI 6700-MODULO 38 B";"S/N"
"A V PEÑALOZA";"7860"
"A ZAPATA GOLLA";"8168"
"A. BONEO";"3465"
"A. CASSANELLO";"353"
"A. CASSANELLO";"4075"
"A. CASSANELLO";"4316"
"A. CASSANELLO";"538"
"A. CASSANELLO";"849"
"A. DE VERA";"8300"
"A. DEL VALLE Y CALLEJON ROCA MZA 5 VIV.2";"S/N"
"A. DELGADO";"3780"
"A. DELGADO";"5043"
"A. GENEYRO";"10450"
"A. GODOY";"6113"
"A. GODOY";"7645"
"A. GODOY";"7650"
"A. GODOY";"7834"
"A. GODOY";"7997"
"A. ILLIA";"10400"
"A. ILLIA";"10500"
"A. ROSSO Y MONCADA";"S/N"
"A. STORNI";"6551"
"A. STORNI";"6820"
"A. STORNI Y AV. SANTA FE";"S/N"
"A.AGUADO";"10060"
"A.AGUADO";"10095"
"A.AGUADO";"10120"
"A.AGUADO";"10200"
"A.AGUADO";"10223"
"A.AGUADO";"10223"
"A.AGUADO";"10225"
"A.AGUADO";"10225"
"A.AGUADO";"10300"
"A.AGUADO";"6033"
"A.AGUADO";"6045"
"A.AGUADO";"6052"
"A.AGUADO";"6421"
"A.AGUADO";"6528"
"A.AGUADO";"6529"
"A.AGUADO";"6555"
"A.AGUADO";"6561"
"A.AGUADO";"6561"
"A.AGUADO";"6931"
"A.AGUADO";"6980"
"A.AGUADO";"6983"
"A.AGUADO";"7058"
"A.AGUADO";"7098"
"A.AGUADO";"7107"
"A.AGUADO";"7138"
"A.AGUADO";"7208"
"A.AGUADO";"7210"
"A.AGUADO";"7225"
"A.AGUADO";"7236"
"A.AGUADO";"7236"
"A.AGUADO";"7236"
"A.AGUADO";"7243"
"A.AGUADO";"7259"
"A.AGUADO";"7262"
"A.AGUADO";"7269"
"A.AGUADO";"7280"
"A.AGUADO";"7281"
"A.AGUADO";"7281"
"A.AGUADO";"7281"
"A.AGUADO";"7336"
"A.AGUADO";"7378"
"A.AGUADO";"7380"
"A.AGUADO";"7380"
"A.AGUADO";"7390"
"A.AGUADO";"7390"
"A.AGUADO";"7411"
"A.AGUADO";"7411"
"A.AGUADO";"7917"
"A.AGUADO";"7917"
"A.AGUADO";"7943"
"A.AGUADO";"7947"
"A.AGUADO";"7951"
"A.AGUADO";"8042"
"A.AGUADO";"8042"
"A.AGUADO";"8136"
"A.AGUADO";"8155"
"A.AGUADO";"8157"
"A.AGUADO";"8159"
"A.AGUADO";"8159"
"A.AGUADO";"8160"
"A.AGUADO";"8311"
"A.AGUADO";"8334"
"A.AGUADO";"8334"
"A.AGUADO";"8430"
"A.AGUADO";"8433"
"A.AGUADO";"8434"
"A.AGUADO";"8445"
"A.AGUADO";"8459"
"A.AGUADO";"8459"
"A.AGUADO";"8475"
"A.AGUADO";"8482"
"A.AGUADO";"8482"
"A.AGUADO";"8710"
"A.AGUADO";"8749"
"A.AGUADO";"8765"
"A.AGUADO";"8781"
"A.AGUADO";"8817"
"A.AGUADO";"8817"
"A.AGUADO";"8823"
"A.AGUADO";"8823"
"A.AGUADO";"8853"
"A.AGUADO";"9059"
"A.AGUADO";"9083"
"A.AGUADO";"9119"
"A.AGUADO";"9137"
"A.AGUADO";"9624"
"A.AGUADO";"9640"
"A.AGUADO";"9656"
"A.AGUADO";"9656"
"A.AGUADO";"9656"
"A.AGUADO";"9684"
"A.AGUADO";"9730"
"A.AGUADO";"9761"
"A.AGUADO";"9766"
"A.AGUADO";"9784"
"A.AGUADO";"9811"
"A.AGUADO";"9850"
"A.AGUADO";"9857"
"A.AGUADO";"9911"
"A.AGUADO";"9922"
"A.AGUADO";"9937"
"A.AGUADO";"9943"
"A.AGUADO";"9952"
"A.AGUADO";"9978"
"A.AGUADO MB.6";"7595"
"A.ALMONACID";"4565"
"A.BERUTI";"4742"
"A.BERUTI";"6342"
"A.BERUTI";"6500"
"A.BERUTI";"667"
"A.BONAZZOLA";"7820"
"A.BONAZZOLA";"7820"
"A.BONAZZOLA";"8012"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8100"
"A.BONAZZOLA";"8114"
"A.BONAZZOLA";"8114"
"A.BONAZZOLA";"8125"
"A.BONAZZOLA";"8125"
"A.BONAZZOLA";"8139"
"A.BONAZZOLA";"8139"
"A.BONAZZOLA";"8139"
"A.BONAZZOLA";"8140"
"A.BONAZZOLA";"8140"
"A.BONAZZOLA";"8143"
"A.BONAZZOLA";"8143"
"A.BONAZZOLA";"8145"
"A.BONAZZOLA";"8145"
"A.BONAZZOLA";"8148"
"A.BONAZZOLA";"8150"
"A.BONAZZOLA";"8150"
"A.BONAZZOLA";"8150"
"A.BONAZZOLA";"8154"
"A.BONAZZOLA";"8155"
"A.BONAZZOLA";"8155"
"A.BONAZZOLA";"8155"
"A.BONAZZOLA";"8156"
"A.BONAZZOLA";"8160"
"A.BONAZZOLA";"8164"
"A.BONAZZOLA";"8164"
"A.BONAZZOLA";"8164"
"A.BONAZZOLA";"8164"
"A.BONAZZOLA";"8168"
"A.BONAZZOLA";"8175"
"A.BONAZZOLA";"8175"
"A.BONAZZOLA";"8189"
"A.BONAZZOLA";"8189"
"A.BONAZZOLA";"8189"
"A.BONAZZOLA";"8192"
"A.BONAZZOLA";"8200"
"A.BONAZZOLA";"8200"
"A.BONAZZOLA";"8200"
"A.BONAZZOLA";"8211"
"A.BONAZZOLA";"8211"
"A.BONAZZOLA";"8215"
"A.BONAZZOLA";"8215"
"A.BONAZZOLA";"8219"
"A.BONAZZOLA";"8227"
"A.BONAZZOLA C.72";"8100"
"A.BONAZZOLA-CASA69";"8100"
"A.BROWN";"6971"
"A.CAMELI";"4884"
"A.CAMELLI";"4571"
"A.CAMELLI";"4750"
"A.CAMELLI";"4964"
"A.CAMELLI";"4964"
"A.CASANELLO";"4122"
"A.CASANELLO";"4237"
"A.CASANELLO";"4465"
"A.CASANELLO";"462"
"A.CASSANELLO";"1018"
"A.CASSANELLO";"1018"
"A.CASSANELLO";"1024"
"A.CASSANELLO";"1028"
"A.CASSANELLO";"1028"
"A.CASSANELLO";"1059"
"A.CASSANELLO";"1067"
"A.CASSANELLO";"1067"
"A.CASSANELLO";"1067"
"A.CASSANELLO";"1081"
"A.CASSANELLO";"353"
"A.CASSANELLO";"366"
"A.CASSANELLO";"4012"
"A.CASSANELLO";"4013"
"A.CASSANELLO";"4013"
"A.CASSANELLO";"4015"
"A.CASSANELLO";"4015"
"A.CASSANELLO";"4017"
"A.CASSANELLO";"4032"
"A.CASSANELLO";"4063"
"A.CASSANELLO";"4065"
"A.CASSANELLO";"4066"
"A.CASSANELLO";"4075"
"A.CASSANELLO";"4075"
"A.CASSANELLO";"4075"
"A.CASSANELLO";"4089"
"A.CASSANELLO";"4089"
"A.CASSANELLO";"4115"
"A.CASSANELLO";"4122"
"A.CASSANELLO";"4122"
"A.CASSANELLO";"4122"
"A.CASSANELLO";"4134"
"A.CASSANELLO";"4147"
"A.CASSANELLO";"4149"
"A.CASSANELLO";"4151"
"A.CASSANELLO";"4154"
"A.CASSANELLO";"4158"
"A.CASSANELLO";"4160"
"A.CASSANELLO";"4175"
"A.CASSANELLO";"4227"
"A.CASSANELLO";"4227"
"A.CASSANELLO";"4235"
"A.CASSANELLO";"4235"
"A.CASSANELLO";"4235"
"A.CASSANELLO";"4235"
"A.CASSANELLO";"4235"
"A.CASSANELLO";"4235"
"A.CASSANELLO";"4237"
"A.CASSANELLO";"4237"
"A.CASSANELLO";"4239"
"A.CASSANELLO";"4239"
"A.CASSANELLO";"4250"
"A.CASSANELLO";"4273"
"A.CASSANELLO";"4275"
"A.CASSANELLO";"4275"
"A.CASSANELLO";"430"
"A.CASSANELLO";"430"
"A.CASSANELLO";"4317"
"A.CASSANELLO";"4317"
"A.CASSANELLO";"4317"
"A.CASSANELLO";"4336"
"A.CASSANELLO";"4336"
"A.CASSANELLO";"4336"
"A.CASSANELLO";"4336"
"A.CASSANELLO";"4338"
"A.CASSANELLO";"4338"
"A.CASSANELLO";"4342"
"A.CASSANELLO";"4365"
"A.CASSANELLO";"439"
"A.CASSANELLO";"4421"
"A.CASSANELLO";"4421"
"A.CASSANELLO";"4423"
"A.CASSANELLO";"4432"
"A.CASSANELLO";"444"
"A.CASSANELLO";"4454"
"A.CASSANELLO";"4455"
"A.CASSANELLO";"4465"
"A.CASSANELLO";"4467"
"A.CASSANELLO";"4467"
"A.CASSANELLO";"470"
"A.CASSANELLO";"475"
"A.CASSANELLO";"475"
"A.CASSANELLO";"475"
"A.CASSANELLO";"528"
"A.CASSANELLO";"537"
"A.CASSANELLO";"537"
"A.CASSANELLO";"537"
"A.CASSANELLO";"538"
"A.CASSANELLO";"540"
"A.CASSANELLO";"575"
"A.CASSANELLO";"593"
"A.CASSANELLO";"620"
"A.CASSANELLO";"620"
"A.CASSANELLO";"629"
"A.CASSANELLO";"649"
"A.CASSANELLO";"649"
"A.CASSANELLO";"650"
"A.CASSANELLO";"661"
"A.CASSANELLO";"671"
"A.CASSANELLO";"680"
"A.CASSANELLO";"685"
"A.CASSANELLO";"694"
"A.CASSANELLO";"694"
"A.CASSANELLO";"704"
"A.CASSANELLO";"718"
"A.CASSANELLO";"771"
"A.CASSANELLO";"784"
"A.CASSANELLO";"785"
"A.CASSANELLO";"785"
"A.CASSANELLO";"812"
"A.CASSANELLO";"812"
"A.CASSANELLO";"837"
