Country Name,Country Code,Indicator Code,value_2014
Arab World,ARB,BAR.NOED.75UP.ZS,
Arab World,ARB,BAR.PRM.CMPT.75UP.ZS,
Arab World,ARB,BAR.PRM.ICMP.75UP.ZS,
Arab World,ARB,BAR.SEC.CMPT.75UP.ZS,
Arab World,ARB,BAR.SEC.ICMP.75UP.ZS,
Arab World,ARB,BAR.TER.CMPT.75UP.ZS,
Arab World,ARB,BAR.TER.ICMP.75UP.ZS,
Arab World,ARB,BAR.POP.15UP.FE,
Arab World,ARB,BAR.POP.15UP,
Arab World,ARB,BAR.POP.1519.FE,
Arab World,ARB,BAR.POP.1519,
Arab World,ARB,BAR.POP.2024.FE,
Arab World,ARB,BAR.POP.2024,
Arab World,ARB,BAR.POP.25UP.FE,
Arab World,ARB,BAR.POP.25UP,
Arab World,ARB,BAR.POP.2529.FE,
Arab World,ARB,BAR.POP.2529,
Arab World,ARB,BAR.POP.3034.FE,
Arab World,ARB,BAR.POP.3034,
Arab World,ARB,BAR.POP.3539.FE,
Arab World,ARB,BAR.POP.3539,
Arab World,ARB,BAR.POP.4044.FE,
Arab World,ARB,BAR.POP.4044,
Arab World,ARB,BAR.POP.4549.FE,
Arab World,ARB,BAR.POP.4549,
Arab World,ARB,BAR.POP.5054.FE,
Arab World,ARB,BAR.POP.5054,
Arab World,ARB,BAR.POP.5559.FE,
Arab World,ARB,BAR.POP.5559,
Arab World,ARB,BAR.POP.6064.FE,
Arab World,ARB,BAR.POP.6064,
Arab World,ARB,BAR.POP.6569.FE,
Arab World,ARB,BAR.POP.6569,
Arab World,ARB,BAR.POP.7074.FE,
Arab World,ARB,BAR.POP.7074,
Arab World,ARB,BAR.POP.75UP.FE,
Arab World,ARB,BAR.POP.75UP,
Arab World,ARB,UIS.XSPENDP.2.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.4.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.0.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.1.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.23.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.56.FDPUB.FNCAP,
Arab World,ARB,UIS.XSPENDP.3.FDPUB.FNCAP,
Arab World,ARB,UIS.DR.2.GPV.T,
Arab World,ARB,UIS.DR.2.GPV.F,
Arab World,ARB,UIS.DR.2.GPV.M,
Arab World,ARB,SE.PRM.DROP.ZS,
Arab World,ARB,SE.PRM.DROP.FE.ZS,
Arab World,ARB,SE.PRM.DROP.MA.ZS,
Arab World,ARB,UIS.XSPENDP.2.FDPUB.FNCUR,
Arab World,ARB,UIS.XSPENDP.4.FDPUB.FNCUR,
Arab World,ARB,UIS.XSPENDP.0.FDPUB.FNCUR,
Arab World,ARB,UIS.XSPENDP.1.FDPUB.FNCUR,
Arab World,ARB,SE.XPD.CUR.TOTL.ZS,
Arab World,ARB,UIS.XSPENDP.23.FDPUB.FNCUR,
Arab World,ARB,UIS.XSPENDP.56.FDPUB.FNCUR,
Arab World,ARB,UIS.XSPENDP.3.FDPUB.FNCUR,
Arab World,ARB,UIS.XSPENDP.2.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.4.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.0.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.1.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.23.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.56.FDPUB.FNNONS,
Arab World,ARB,UIS.XSPENDP.3.FDPUB.FNNONS,
Arab World,ARB,HH.DHS.YRS.1519,
Arab World,ARB,HH.DHS.YRS.1519.F,
Arab World,ARB,HH.DHS.YRS.1519.M,
Arab World,ARB,HH.DHS.YRS.1519.Q1,
Arab World,ARB,HH.DHS.YRS.1519.Q2,
Arab World,ARB,HH.DHS.YRS.1519.Q3,
Arab World,ARB,HH.DHS.YRS.1519.Q4,
Arab World,ARB,HH.DHS.YRS.1519.Q5,
Arab World,ARB,HH.DHS.YRS.1519.R,
Arab World,ARB,HH.DHS.YRS.1519.U,
Arab World,ARB,HH.DHS.YRS.15UP.GIN,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.F,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.M,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.Q1,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.Q2,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.Q3,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.Q4,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.Q5,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.R,
Arab World,ARB,HH.DHS.YRS.15UP.GIN.U,
Arab World,ARB,HH.DHS.GAR.456,
Arab World,ARB,HH.DHS.GAR.456.F,
Arab World,ARB,HH.DHS.GAR.456.M,
Arab World,ARB,HH.DHS.GAR.456.Q1,
Arab World,ARB,HH.DHS.GAR.456.Q2,
Arab World,ARB,HH.DHS.GAR.456.Q3,
Arab World,ARB,HH.DHS.GAR.456.Q4,
Arab World,ARB,HH.DHS.GAR.456.Q5,
Arab World,ARB,HH.DHS.GAR.456.R,
Arab World,ARB,HH.DHS.GAR.456.U,
Arab World,ARB,HH.DHS.NAR.1,
Arab World,ARB,HH.DHS.NAR.1.F,
Arab World,ARB,HH.DHS.NAR.1.M,
Arab World,ARB,HH.DHS.NAR.1.Q1,
Arab World,ARB,HH.DHS.NAR.1.Q2,
Arab World,ARB,HH.DHS.NAR.1.Q3,
Arab World,ARB,HH.DHS.NAR.1.Q4,
Arab World,ARB,HH.DHS.NAR.1.Q5,
Arab World,ARB,HH.DHS.NAR.1.R,
Arab World,ARB,HH.DHS.NAR.1.U,
Arab World,ARB,HH.DHS.NAR.23,
Arab World,ARB,HH.DHS.NAR.23.F,
Arab World,ARB,HH.DHS.NAR.23.M,
Arab World,ARB,HH.DHS.NAR.23.Q1,
Arab World,ARB,HH.DHS.NAR.23.Q2,
Arab World,ARB,HH.DHS.NAR.23.Q3,
Arab World,ARB,HH.DHS.NAR.23.Q4,
Arab World,ARB,HH.DHS.NAR.23.Q5,
Arab World,ARB,HH.DHS.NAR.23.R,
Arab World,ARB,HH.DHS.NAR.23.U,
Arab World,ARB,HH.DHS.NIR.1,
Arab World,ARB,HH.DHS.NIR.1.F,
Arab World,ARB,HH.DHS.NIR.1.M,
Arab World,ARB,HH.DHS.NIR.1.Q1,
Arab World,ARB,HH.DHS.NIR.1.Q2,
Arab World,ARB,HH.DHS.NIR.1.Q3,
Arab World,ARB,HH.DHS.NIR.1.Q4,
Arab World,ARB,HH.DHS.NIR.1.Q5,
Arab World,ARB,HH.DHS.NIR.1.R,
Arab World,ARB,HH.DHS.NIR.1.U,
Arab World,ARB,HH.DHS.PCR,
Arab World,ARB,HH.DHS.PCR.F,
Arab World,ARB,HH.DHS.PCR.M,
Arab World,ARB,HH.DHS.PCR.Q1,
Arab World,ARB,HH.DHS.PCR.Q2,
Arab World,ARB,HH.DHS.PCR.Q3,
Arab World,ARB,HH.DHS.PCR.Q4,
Arab World,ARB,HH.DHS.PCR.Q5,
Arab World,ARB,HH.DHS.PCR.R,
Arab World,ARB,HH.DHS.PCR.U,
Arab World,ARB,HH.DHS.OOS.1,
Arab World,ARB,HH.DHS.OOS.1.F,
Arab World,ARB,HH.DHS.OOS.1.M,
Arab World,ARB,HH.DHS.OOS.1.Q1,
Arab World,ARB,HH.DHS.OOS.1.Q2,
Arab World,ARB,HH.DHS.OOS.1.Q3,
Arab World,ARB,HH.DHS.OOS.1.Q4,
Arab World,ARB,HH.DHS.OOS.1.Q5,
Arab World,ARB,HH.DHS.OOS.1.R,
Arab World,ARB,HH.DHS.OOS.1.U,
Arab World,ARB,HH.DHS.SCR,
Arab World,ARB,HH.DHS.SCR.F,
Arab World,ARB,HH.DHS.SCR.M,
Arab World,ARB,HH.DHS.SCR.Q1,
Arab World,ARB,HH.DHS.SCR.Q2,
Arab World,ARB,HH.DHS.SCR.Q3,
Arab World,ARB,HH.DHS.SCR.Q4,
Arab World,ARB,HH.DHS.SCR.Q5,
Arab World,ARB,HH.DHS.SCR.R,
Arab World,ARB,HH.DHS.SCR.U,
Arab World,ARB,HH.DHS.TR.12,
Arab World,ARB,HH.DHS.TR.12.F,
Arab World,ARB,HH.DHS.TR.12.M,
Arab World,ARB,HH.DHS.TR.12.Q1,
Arab World,ARB,HH.DHS.TR.12.Q2,
Arab World,ARB,HH.DHS.TR.12.Q3,
Arab World,ARB,HH.DHS.TR.12.Q4,
Arab World,ARB,HH.DHS.TR.12.Q5,
Arab World,ARB,HH.DHS.TR.12.R,
Arab World,ARB,HH.DHS.TR.12.U,
Arab World,ARB,HH.DHS.OOST.DO,
Arab World,ARB,HH.DHS.OOST.DO.F,
Arab World,ARB,HH.DHS.OOST.DO.M,
Arab World,ARB,HH.DHS.OOST.DO.Q1,
Arab World,ARB,HH.DHS.OOST.DO.Q2,
Arab World,ARB,HH.DHS.OOST.DO.Q3,
Arab World,ARB,HH.DHS.OOST.DO.Q4,
Arab World,ARB,HH.DHS.OOST.DO.Q5,
Arab World,ARB,HH.DHS.OOST.DO.R,
Arab World,ARB,HH.DHS.OOST.DO.U,
Arab World,ARB,HH.DHS.OOST.L,
Arab World,ARB,HH.DHS.OOST.L.F,
Arab World,ARB,HH.DHS.OOST.L.M,
Arab World,ARB,HH.DHS.OOST.L.Q1,
Arab World,ARB,HH.DHS.OOST.L.Q2,
Arab World,ARB,HH.DHS.OOST.L.Q3,
Arab World,ARB,HH.DHS.OOST.L.Q4,
Arab World,ARB,HH.DHS.OOST.L.Q5,
Arab World,ARB,HH.DHS.OOST.L.R,
Arab World,ARB,HH.DHS.OOST.L.U,
Arab World,ARB,HH.DHS.OOST.X,
Arab World,ARB,HH.DHS.OOST.X.F,
Arab World,ARB,HH.DHS.OOST.X.M,
Arab World,ARB,HH.DHS.OOST.X.Q1,
Arab World,ARB,HH.DHS.OOST.X.Q2,
Arab World,ARB,HH.DHS.OOST.X.Q3,
Arab World,ARB,HH.DHS.OOST.X.Q4,
Arab World,ARB,HH.DHS.OOST.X.Q5,
Arab World,ARB,HH.DHS.OOST.X.R,
Arab World,ARB,HH.DHS.OOST.X.U,
Arab World,ARB,UIS.DR.2.GPV.G1.T,
Arab World,ARB,UIS.DR.2.GPV.G1.F,
Arab World,ARB,UIS.DR.2.GPV.G1.M,
Arab World,ARB,UIS.DR.1.G1,
Arab World,ARB,UIS.DR.1.G1.F,
Arab World,ARB,UIS.DR.1.G1.M,
Arab World,ARB,UIS.DR.2.GPV.G2.T,
Arab World,ARB,UIS.DR.2.GPV.G2.F,
Arab World,ARB,UIS.DR.2.GPV.G2.M,
Arab World,ARB,UIS.DR.1.G2,
Arab World,ARB,UIS.DR.1.G2.F,
Arab World,ARB,UIS.DR.1.G2.M,
Arab World,ARB,UIS.DR.2.GPV.G3.T,
Arab World,ARB,UIS.DR.2.GPV.G3.F,
Arab World,ARB,UIS.DR.2.GPV.G3.M,
Arab World,ARB,UIS.DR.1.G3,
Arab World,ARB,UIS.DR.1.G3.F,
Arab World,ARB,UIS.DR.1.G3.M,
Arab World,ARB,UIS.DR.2.GPV.G4.T,
Arab World,ARB,UIS.DR.2.GPV.G4.F,
Arab World,ARB,UIS.DR.2.GPV.G4.M,
Arab World,ARB,UIS.DR.1.G4,
Arab World,ARB,UIS.DR.1.G4.F,
Arab World,ARB,UIS.DR.1.G4.M,
Arab World,ARB,UIS.DR.2.GPV.G5.T,
Arab World,ARB,UIS.DR.2.GPV.G5.F,
Arab World,ARB,UIS.DR.2.GPV.G5.M,
Arab World,ARB,UIS.DR.1.G5,
Arab World,ARB,UIS.DR.1.G5.F,
Arab World,ARB,UIS.DR.1.G5.M,
Arab World,ARB,UIS.DR.1.G6,
Arab World,ARB,UIS.DR.1.G6.F,
Arab World,ARB,UIS.DR.1.G6.M,
Arab World,ARB,SE.COM.DURS,
Arab World,ARB,UIS.ESL.1.T,1313036.00
Arab World,ARB,UIS.ESL.1.F,655962.00
Arab World,ARB,UIS.ESL.1.M,657074.00
Arab World,ARB,SE.SEC.PROG.ZS,
Arab World,ARB,SE.SEC.PROG.FE.ZS,
Arab World,ARB,UIS.TRANRA.23.GPV.GPI,
Arab World,ARB,SE.SEC.PROG.MA.ZS,
Arab World,ARB,LO.EGRA.CWPM.AFA.2GRD,
Arab World,ARB,LO.EGRA.CWPM.AFA.3GRD,
Arab World,ARB,LO.EGRA.CWPM.AMH.2GRD,
Arab World,ARB,LO.EGRA.CWPM.AMH.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ARB.2GRD,
Arab World,ARB,LO.EGRA.CWPM.BMN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.BOM.2GRD,
Arab World,ARB,LO.EGRA.CWPM.CHC.2GRD,
Arab World,ARB,LO.EGRA.CWPM.CHC.4GRD,
Arab World,ARB,LO.EGRA.CWPM.ENG.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ENG.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ENG.4GRD,
Arab World,ARB,LO.EGRA.CWPM.ENG.6GRD,
Arab World,ARB,LO.EGRA.CWPM.FLP.3GRD,
Arab World,ARB,LO.EGRA.CWPM.FLF.2GRD,
Arab World,ARB,LO.EGRA.CWPM.HAR.2GRD,
Arab World,ARB,LO.EGRA.CWPM.HAR.3GRD,
Arab World,ARB,LO.EGRA.CWPM.KNY.4GRD,
Arab World,ARB,LO.EGRA.CWPM.KNY.6GRD,
Arab World,ARB,LO.EGRA.CWPM.KIS.2GRD,
Arab World,ARB,LO.EGRA.CWPM.SID.2GRD,
Arab World,ARB,LO.EGRA.CWPM.SID.3GRD,
Arab World,ARB,LO.EGRA.CWPM.SOM.2GRD,
Arab World,ARB,LO.EGRA.CWPM.SOM.3GRD,
Arab World,ARB,LO.EGRA.CWPM.SNG.2GRD,
Arab World,ARB,LO.EGRA.CWPM.SPN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.SPN.3GRD,
Arab World,ARB,LO.EGRA.CWPM.SPN.4GRD,
Arab World,ARB,LO.EGRA.CWPM.TIG.2GRD,
Arab World,ARB,LO.EGRA.CWPM.TIG.3GRD,
Arab World,ARB,LO.EGRA.CLPM.AFA.2GRD,
Arab World,ARB,LO.EGRA.CLPM.AFA.3GRD,
Arab World,ARB,LO.EGRA.CLPM.AMH.2GRD,
Arab World,ARB,LO.EGRA.CLPM.AMH.3GRD,
Arab World,ARB,LO.EGRA.CLPM.BMN.2GRD,
Arab World,ARB,LO.EGRA.CLPM.BOM.2GRD,
Arab World,ARB,LO.EGRA.CLPM.CHC.2GRD,
Arab World,ARB,LO.EGRA.CLPM.CHC.4GRD,
Arab World,ARB,LO.EGRA.CLPM.ENG.2GRD,
Arab World,ARB,LO.EGRA.CLPM.ENG.3GRD,
Arab World,ARB,LO.EGRA.CLPM.ENG.4GRD,
Arab World,ARB,LO.EGRA.CLPM.FRN.3GRD,
Arab World,ARB,LO.EGRA.CLPM.FLF.2GRD,
Arab World,ARB,LO.EGRA.CLPM.HAR.2GRD,
Arab World,ARB,LO.EGRA.CLPM.HAR.3GRD,
Arab World,ARB,LO.EGRA.CLPM.SID.2GRD,
Arab World,ARB,LO.EGRA.CLPM.SID.3GRD,
Arab World,ARB,LO.EGRA.CLPM.SOM.2GRD,
Arab World,ARB,LO.EGRA.CLPM.SOM.3GRD,
Arab World,ARB,LO.EGRA.CLPM.SNG.2GRD,
Arab World,ARB,LO.EGRA.CLPM.SPN.2GRD,
Arab World,ARB,LO.EGRA.CLPM.SPN.3GRD,
Arab World,ARB,LO.EGRA.CLPM.SPN.4GRD,
Arab World,ARB,LO.EGRA.CLPM.TIG.2GRD,
Arab World,ARB,LO.EGRA.CLPM.TIG.3GRD,
Arab World,ARB,LO.EGRA.CLSPM.AKU.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.ARB.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.ARB.3GRD,
Arab World,ARB,LO.EGRA.CLSPM.AST.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.CHI.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.CIN.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.DAG.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.DAGB.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.DAN.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.ENG.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.ENG.3GRD,
Arab World,ARB,LO.EGRA.CLSPM.ENG.4GRD,
Arab World,ARB,LO.EGRA.CLSPM.ENG.6GRD,
Arab World,ARB,LO.EGRA.CLSPM.EWE.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.FAN.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.FLP.3GRD,
Arab World,ARB,LO.EGRA.CLSPM.GA.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.GON.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.ICI.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.IND.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.KAS.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.KII.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.KNY.4GRD,
Arab World,ARB,LO.EGRA.CLSPM.KNY.6GRD,
Arab World,ARB,LO.EGRA.CLSPM.LUN.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.LUV.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.NZE.2GRD,
Arab World,ARB,LO.EGRA.CLSPM.SIL.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.AFA.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.AFA.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.AKU.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.AMH.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.AMH.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.ARB.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.ARB.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.AST.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.BMN.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.BOM.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.CHC.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.CHC.4GRD,
Arab World,ARB,LO.EGRA.NCWPM.CHI.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.CIN.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.DAG.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.DAGB.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.DAN.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.ENG.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.ENG.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.ENG.4GRD,
Arab World,ARB,LO.EGRA.NCWPM.ENG.6GRD,
Arab World,ARB,LO.EGRA.NCWPM.EWE.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.FAN.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.FLP.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.FRN.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.FLF.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.GA.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.GON.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.HAR.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.HAR.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.ICI.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.IND.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.KAS.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.KII.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.KNY.4GRD,
Arab World,ARB,LO.EGRA.NCWPM.KNY.6GRD,
Arab World,ARB,LO.EGRA.NCWPM.KIS.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.LUN.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.LUV.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.NZE.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.SID.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.SID.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.SIL.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.SOM.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.SOM.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.SNG.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.SPN.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.SPN.3GRD,
Arab World,ARB,LO.EGRA.NCWPM.SPN.4GRD,
Arab World,ARB,LO.EGRA.NCWPM.TIG.2GRD,
Arab World,ARB,LO.EGRA.NCWPM.TIG.3GRD,
Arab World,ARB,LO.EGRA.INIT.0.BMN.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.BOM.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.CHC.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.CHC.4GRD,
Arab World,ARB,LO.EGRA.INIT.0.ENG.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.ENG.3GRD,
Arab World,ARB,LO.EGRA.INIT.0.ENG.4GRD,
Arab World,ARB,LO.EGRA.INIT.0.ENG.6GRD,
Arab World,ARB,LO.EGRA.INIT.0.FLF.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.KNY.4GRD,
Arab World,ARB,LO.EGRA.INIT.0.KNY.6GRD,
Arab World,ARB,LO.EGRA.INIT.0.SNG.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.SPN.2GRD,
Arab World,ARB,LO.EGRA.INIT.0.SPN.3GRD,
Arab World,ARB,LO.EGRA.INIT.0.SPN.4GRD,
Arab World,ARB,LO.EGRA.LSTN.0.AFA.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.AFA.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.AKU.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.AMH.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.AMH.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ARB.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ARB.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.AST.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.BMN.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.BOM.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.CHC.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.CHC.4GRD,
Arab World,ARB,LO.EGRA.LSTN.0.CHI.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.CIN.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.DAG.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.DAGB.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.DAN.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ENG.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ENG.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ENG.4GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ENG.6GRD,
Arab World,ARB,LO.EGRA.LSTN.0.EWE.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.FAN.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.FLP.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.FLF.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.GA.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.GON.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.HAR.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.HAR.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.ICI.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.IND.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.KAS.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.KII.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.KNY.4GRD,
Arab World,ARB,LO.EGRA.LSTN.0.KNY.6GRD,
Arab World,ARB,LO.EGRA.LSTN.0.KIS.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.LUN.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.LUV.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.NZE.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SID.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SID.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SIL.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SOM.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SOM.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SNG.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SPN.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SPN.3GRD,
Arab World,ARB,LO.EGRA.LSTN.0.SPN.4GRD,
Arab World,ARB,LO.EGRA.LSTN.0.TIG.2GRD,
Arab World,ARB,LO.EGRA.LSTN.0.TIG.3GRD,
Arab World,ARB,LO.EGRA.ORF.AFA.2GRD,
Arab World,ARB,LO.EGRA.ORF.AFA.3GRD,
Arab World,ARB,LO.EGRA.ORF.AKU.2GRD,
Arab World,ARB,LO.EGRA.ORF.AMH.2GRD,
Arab World,ARB,LO.EGRA.ORF.AMH.3GRD,
Arab World,ARB,LO.EGRA.ORF.ARB.2GRD,
Arab World,ARB,LO.EGRA.ORF.ARB.3GRD,
Arab World,ARB,LO.EGRA.ORF.AST.2GRD,
Arab World,ARB,LO.EGRA.ORF.BMN.2GRD,
Arab World,ARB,LO.EGRA.ORF.BOM.2GRD,
Arab World,ARB,LO.EGRA.ORF.CHC.2GRD,
Arab World,ARB,LO.EGRA.ORF.CHC.4GRD,
Arab World,ARB,LO.EGRA.ORF.CHI.2GRD,
Arab World,ARB,LO.EGRA.ORF.CIN.2GRD,
Arab World,ARB,LO.EGRA.ORF.DAG.2GRD,
Arab World,ARB,LO.EGRA.ORF.DAGB.2GRD,
Arab World,ARB,LO.EGRA.ORF.DAN.2GRD,
Arab World,ARB,LO.EGRA.ORF.ENG.2GRD,
Arab World,ARB,LO.EGRA.ORF.ENG.3GRD,
Arab World,ARB,LO.EGRA.ORF.ENG.4GRD,
Arab World,ARB,LO.EGRA.ORF.ENG.6GRD,
Arab World,ARB,LO.EGRA.ORF.EWE.2GRD,
Arab World,ARB,LO.EGRA.ORF.FAN.2GRD,
Arab World,ARB,LO.EGRA.ORF.FLP.3GRD,
Arab World,ARB,LO.EGRA.ORF.FRN.3GRD,
Arab World,ARB,LO.EGRA.ORF.FLF.2GRD,
Arab World,ARB,LO.EGRA.ORF.GA.2GRD,
Arab World,ARB,LO.EGRA.ORF.GON.2GRD,
Arab World,ARB,LO.EGRA.ORF.HAR.2GRD,
Arab World,ARB,LO.EGRA.ORF.HAR.3GRD,
Arab World,ARB,LO.EGRA.ORF.ICI.2GRD,
Arab World,ARB,LO.EGRA.ORF.IND.2GRD,
Arab World,ARB,LO.EGRA.ORF.KAS.2GRD,
Arab World,ARB,LO.EGRA.ORF.KII.2GRD,
Arab World,ARB,LO.EGRA.ORF.KNY.4GRD,
Arab World,ARB,LO.EGRA.ORF.KNY.6GRD,
Arab World,ARB,LO.EGRA.ORF.KIS.2GRD,
